player,season,salary
Steve Nash,2010/11,"$10,310,938"
Hidayet Turkoglu,2010/11,"$10,215,850"
Ray Allen,2010/11,"$10,000,000"
Mehmet Okur,2010/11,"$9,945,000"
Corey Maggette,2010/11,"$9,600,000"
Maurice Williams,2010/11,"$9,300,000"
Rajon Rondo,2010/11,"$9,090,911"
Kirk Hinrich,2010/11,"$9,000,000"
Boris Diaw,2010/11,"$9,000,000"
Andris Biedrins,2010/11,"$9,000,000"
Jose Calderon,2010/11,"$9,000,000"
Devin Harris,2010/11,"$8,981,000"
Jason Kidd,2010/11,"$8,610,500"
TJ Ford,2010/11,"$8,500,000"
Andrea Bargnani,2010/11,"$8,500,000"
Stephen Jackson,2010/11,"$8,453,250"
Richard Jefferson,2010/11,"$8,400,000"
David West,2010/11,"$8,287,500"
Lamar Odom,2010/11,"$8,200,000"
John Salmons,2010/11,"$8,000,000"
Jameer Nelson,2010/11,"$7,800,000"
Luis Scola,2010/11,"$7,775,378"
Marko Jaric,2010/11,"$7,625,000"
Paul Millsap,2010/11,"$7,600,000"
Raymond Felton,2010/11,"$7,500,000"
Joel Przybilla,2010/11,"$7,405,300"
Shane Battier,2010/11,"$7,354,500"
Shawn Marion,2010/11,"$7,305,500"
Anderson Varejao,2010/11,"$7,281,818"
Andre Miller,2010/11,"$7,269,264"
JJ Redick,2010/11,"$7,250,000"
Dan Gadzuric,2010/11,"$7,248,325"
James Posey,2010/11,"$7,148,800"
Leandro Barbosa,2010/11,"$7,100,000"
Charlie Villanueva,2010/11,"$7,020,000"
Travis Outlaw,2010/11,"$7,000,000"
Brendan Haywood,2010/11,"$6,900,000"
Vladimir Radmanovic,2010/11,"$6,883,800"
Jared Jeffries,2010/11,"$6,883,800"
Nazr Mohammed,2010/11,"$6,883,800"
Andres Nocioni,2010/11,"$6,850,000"
Greg Oden,2010/11,"$6,760,524"
JR Smith,2010/11,"$6,757,851"
Marvin Williams,2010/11,"$6,712,500"
Morris Peterson,2010/11,"$6,665,000"
Jeff Foster,2010/11,"$6,655,000"
Jason Kapono,2010/11,"$6,641,440"
Tyrus Thomas,2010/11,"$6,611,570"
Josh Childress,2010/11,"$6,500,000"
DeSagana Diop,2010/11,"$6,478,600"
Beno Udrih,2010/11,"$6,478,600"
Rasheed Wallace,2010/11,"$6,322,320"
Metta World Peace,2010/11,"$6,322,320"
Trevor Ariza,2010/11,"$6,322,320"
Marcin Gortat,2010/11,"$6,322,320"
Kevin Durant,2010/11,"$6,053,663"
Andray Blatche,2010/11,"$5,900,000"
Jermaine O'Neal,2010/11,"$5,765,000"
Al Harrington,2010/11,"$5,765,000"
Wesley Matthews,2010/11,"$5,765,000"
Drew Gooden,2010/11,"$5,760,000"
Kyle Lowry,2010/11,"$5,750,000"
Mike Bibby,2010/11,"$5,564,767"
Derrick Rose,2010/11,"$5,546,160"
Nenad Krstic,2010/11,"$5,543,116"
Jamaal Tinsley,2010/11,"$5,500,000"
Francisco Garcia,2010/11,"$5,500,000"
Sasha Vujacic,2010/11,"$5,475,113"
Al Horford,2010/11,"$5,444,857"
Blake Griffin,2010/11,"$5,357,280"
Mickael Pietrus,2010/11,"$5,300,000"
Luke Walton,2010/11,"$5,260,000"
Channing Frye,2010/11,"$5,200,000"
John Wall,2010/11,"$5,144,280"
Reggie Evans,2010/11,"$5,080,000"
Kyle Korver,2010/11,"$5,000,000"
Jason Maxiell,2010/11,"$5,000,000"
Mike Miller,2010/11,"$5,000,000"
Louis Williams,2010/11,"$5,000,000"
Amir Johnson,2010/11,"$5,000,000"
Linas Kleiza,2010/11,"$4,995,000"
Michael Beasley,2010/11,"$4,962,240"
Mike Conley,2010/11,"$4,913,007"
Antonio McDyess,2010/11,"$4,860,000"
Marcus Banks,2010/11,"$4,847,586"
Darius Songaila,2010/11,"$4,818,000"
Martell Webster,2010/11,"$4,800,000"
Hasheem Thabeet,2010/11,"$4,793,280"
Ronnie Brewer,2010/11,"$4,790,000"
Kendrick Perkins,2010/11,"$4,640,208"
Evan Turner,2010/11,"$4,602,720"
Jarrett Jack,2010/11,"$4,600,000"
Chris Andersen,2010/11,"$4,533,300"
OJ Mayo,2010/11,"$4,456,200"
Jeff Green,2010/11,"$4,455,988"
Charlie Bell,2010/11,"$4,447,792"
Brad Miller,2010/11,"$4,400,000"
Darko Milicic,2010/11,"$4,325,000"
James Harden,2010/11,"$4,304,520"
Matt Carroll,2010/11,"$4,300,000"
Zaza Pachulia,2010/11,"$4,251,250"
Randy Foye,2010/11,"$4,250,000"
Hakim Warrick,2010/11,"$4,250,000"
Nate Robinson,2010/11,"$4,200,000"
DeShawn Stevenson,2010/11,"$4,151,786"
Derrick Favors,2010/11,"$4,133,280"
Yi Jianlian,2010/11,"$4,050,499"
Russell Westbrook,2010/11,"$4,017,720"
Daniel Gibson,2010/11,"$4,015,334"
Anthony Morrow,2010/11,"$4,000,000"
Ryan Gomes,2010/11,"$4,000,000"
Steve Blake,2010/11,"$4,000,000"
Nikola Pekovic,2010/11,"$4,000,000"
Luke Ridnour,2010/11,"$4,000,000"
Ronny Turiaf,2010/11,"$4,000,000"
Brandon Bass,2010/11,"$4,000,000"
Willie Green,2010/11,"$3,976,000"
Ramon Sessions,2010/11,"$3,964,320"
Tyreke Evans,2010/11,"$3,880,920"
Jordan Farmar,2010/11,"$3,750,000"
Wesley Johnson,2010/11,"$3,726,600"
Corey Brewer,2010/11,"$3,703,472"
Derek Fisher,2010/11,"$3,700,000"
CJ Miles,2010/11,"$3,700,000"
Kevin Love,2010/11,"$3,638,280"
Timofey Mozgov,2010/11,"$3,567,096"
Shaun Livingston,2010/11,"$3,500,000"
Dorell Wright,2010/11,"$3,500,000"
Udonis Haslem,2010/11,"$3,500,000"
Carlos Delfino,2010/11,"$3,500,000"
Chris Duhon,2010/11,"$3,500,000"
Marc Gasol,2010/11,"$3,480,000"
Tiago Splitter,2010/11,"$3,400,000"
Brandan Wright,2010/11,"$3,398,072"
DeMarcus Cousins,2010/11,"$3,374,640"
Grant Hill,2010/11,"$3,324,000"
Danilo Gallinari,2010/11,"$3,304,560"
Glen Davis,2010/11,"$3,300,000"
Joel Anthony,2010/11,"$3,300,000"
Kelenna Azubuike,2010/11,"$3,300,000"
Johan Petro,2010/11,"$3,250,000"
Will Bynum,2010/11,"$3,250,000"
Thabo Sefolosha,2010/11,"$3,250,000"
Kris Humphries,2010/11,"$3,200,000"
Jonny Flynn,2010/11,"$3,192,000"
Joakim Noah,2010/11,"$3,128,536"
CJ Watson,2010/11,"$3,100,000"
Ekpe Udoh,2010/11,"$3,065,040"
Eric Gordon,2010/11,"$3,016,680"
Eduardo Najera,2010/11,"$3,000,000"
Chris Wilcox,2010/11,"$3,000,000"
Jamario Moon,2010/11,"$3,000,000"
Tony Allen,2010/11,"$3,000,000"
Carl Landry,2010/11,"$3,000,000"
Matt Bonner,2010/11,"$3,000,000"
Raja Bell,2010/11,"$3,000,000"
Josh Howard,2010/11,"$3,000,000"
Spencer Hawes,2010/11,"$2,974,320"
Stephen Curry,2010/11,"$2,913,840"
Thaddeus Young,2010/11,"$2,901,241"
Julian Wright,2010/11,"$2,858,057"
Anthony Parker,2010/11,"$2,855,700"
Al Thornton,2010/11,"$2,814,196"
Greg Monroe,2010/11,"$2,798,040"
Rodney Stuckey,2010/11,"$2,767,126"
Sebastian Telfair,2010/11,"$2,700,000"
Jordan Hill,2010/11,"$2,669,520"
Nick Young,2010/11,"$2,630,503"
Al-Farouq Aminu,2010/11,"$2,563,320"
DJ Augustin,2010/11,"$2,540,400"
Dahntay Jones,2010/11,"$2,500,000"
David Andersen,2010/11,"$2,500,000"
Maurice Evans,2010/11,"$2,500,000"
Marquis Daniels,2010/11,"$2,470,000"
DeMar DeRozan,2010/11,"$2,453,880"
Brook Lopez,2010/11,"$2,413,320"
Rasual Butler,2010/11,"$2,400,000"
Marco Belinelli,2010/11,"$2,380,270"
Gordon Hayward,2010/11,"$2,356,320"
Ryan Hollins,2010/11,"$2,333,333"
Brandon Jennings,2010/11,"$2,331,120"
Ersan Ilyasova,2010/11,"$2,320,500"
Craig Smith,2010/11,"$2,300,000"
Jerryd Bayless,2010/11,"$2,292,600"
Quentin Richardson,2010/11,"$2,265,000"
Paul George,2010/11,"$2,238,360"
Louis Amundson,2010/11,"$2,225,000"
Terrence Williams,2010/11,"$2,214,480"
Shannon Brown,2010/11,"$2,200,000"
Anthony Tolliver,2010/11,"$2,200,000"
Jason Smith,2010/11,"$2,187,913"
Jason Thompson,2010/11,"$2,178,000"
Daequan Cook,2010/11,"$2,169,857"
Jared Dudley,2010/11,"$2,151,068"
Wilson Chandler,2010/11,"$2,130,482"
Cole Aldrich,2010/11,"$2,126,520"
Gerald Henderson,2010/11,"$2,103,840"
Ben Wallace,2010/11,"$2,080,000"
Brandon Rush,2010/11,"$2,069,049"
Xavier Henry,2010/11,"$2,020,200"
Aaron Brooks,2010/11,"$2,016,692"
Keyon Dooling,2010/11,"$2,000,000"
Tyler Hansbrough,2010/11,"$1,998,600"
Chuck Hayes,2010/11,"$1,972,500"
Goran Dragic,2010/11,"$1,972,000"
Anthony Randolph,2010/11,"$1,965,720"
Arron Afflalo,2010/11,"$1,959,577"
Ed Davis,2010/11,"$1,919,160"
Earl Clark,2010/11,"$1,898,760"
Jason Williams,2010/11,"$1,877,145"
Robin Lopez,2010/11,"$1,867,320"
Patrick Patterson,2010/11,"$1,823,280"
Jose Juan Barea,2010/11,"$1,815,000"
Austin Daye,2010/11,"$1,803,720"
Marreese Speights,2010/11,"$1,773,960"
Matt Barnes,2010/11,"$1,765,000"
Larry Sanders,2010/11,"$1,731,960"
Omer Asik,2010/11,"$1,721,000"
James Johnson,2010/11,"$1,713,600"
Roy Hibbert,2010/11,"$1,685,280"
Renaldo Balkman,2010/11,"$1,675,000"
Luke Babbitt,2010/11,"$1,645,440"
Jrue Holiday,2010/11,"$1,627,920"
JaVale McGee,2010/11,"$1,601,040"
Keith Bogans,2010/11,"$1,600,000"
Hamed Haddadi,2010/11,"$1,600,000"
Kevin Seraphin,2010/11,"$1,563,120"
Ty Lawson,2010/11,"$1,546,560"
JJ Hickson,2010/11,"$1,528,920"
Solomon Jones,2010/11,"$1,500,000"
Eric Bledsoe,2010/11,"$1,485,000"
Jeff Teague,2010/11,"$1,476,840"
Alexis Ajinca,2010/11,"$1,467,840"
Avery Bradley,2010/11,"$1,418,160"
Eric Maynor,2010/11,"$1,417,800"
Courtney Lee,2010/11,"$1,409,040"
Ryan Anderson,2010/11,"$1,409,040"
Roger Mason,2010/11,"$1,400,000"
Ronnie Price,2010/11,"$1,380,000"
James Anderson,2010/11,"$1,361,400"
Darren Collison,2010/11,"$1,361,040"
Kosta Koufos,2010/11,"$1,352,640"
Jason Collins,2010/11,"$1,352,181"
Shaquille O'Neal,2010/11,"$1,352,181"
Kurt Thomas,2010/11,"$1,352,181"
Brian Cardinal,2010/11,"$1,352,181"
Tracy McGrady,2010/11,"$1,352,181"
Theo Ratliff,2010/11,"$1,352,181"
Joe Smith,2010/11,"$1,352,181"
Zydrunas Ilgauskas,2010/11,"$1,352,181"
Juwan Howard,2010/11,"$1,352,181"
Eddie House,2010/11,"$1,352,181"
Earl Boykins,2010/11,"$1,352,181"
Anthony Carter,2010/11,"$1,352,181"
Tony Battie,2010/11,"$1,352,181"
Craig Brackins,2010/11,"$1,306,920"
Sean Marks,2010/11,"$1,264,687"
Elliot Williams,2010/11,"$1,254,720"
Omri Casspi,2010/11,"$1,254,480"
Rudy Fernandez,2010/11,"$1,246,680"
Kwame Brown,2010/11,"$1,229,255"
Brian Scalabrine,2010/11,"$1,229,255"
Jamaal Magloire,2010/11,"$1,229,255"
Malik Allen,2010/11,"$1,229,255"
Earl Watson,2010/11,"$1,229,255"
Etan Thomas,2010/11,"$1,223,166"
Melvin Ely,2010/11,"$1,223,166"
Carlos Arroyo,2010/11,"$1,223,166"
Trevor Booker,2010/11,"$1,204,560"
Serge Ibaka,2010/11,"$1,204,200"
BJ Mullens,2010/11,"$1,204,200"
Royal Ivey,2010/11,"$1,200,000"
Nicolas Batum,2010/11,"$1,196,760"
George Hill,2010/11,"$1,157,160"
Damion James,2010/11,"$1,156,320"
Rodrigue Beaubois,2010/11,"$1,156,080"
Quinton Ross,2010/11,"$1,146,337"
Brian Cook,2010/11,"$1,146,337"
Francisco Elson,2010/11,"$1,146,337"
Erick Dampier,2010/11,"$1,129,469"
Darrell Arthur,2010/11,"$1,123,680"
Taj Gibson,2010/11,"$1,117,680"
Donte Greene,2010/11,"$1,116,840"
Dominique Jones,2010/11,"$1,110,120"
DJ White,2010/11,"$1,108,680"
Kyrylo Fesenko,2010/11,"$1,087,500"
DeMarre Carroll,2010/11,"$1,085,400"
Wayne Ellington,2010/11,"$1,078,800"
Quincy Pondexter,2010/11,"$1,073,280"
Toney Douglas,2010/11,"$1,071,000"
Josh Powell,2010/11,"$1,069,609"
Delonte West,2010/11,"$1,069,509"
James Jones,2010/11,"$1,069,509"
Didier Ilunga-Mbenga,2010/11,"$1,069,509"
Jordan Crawford,2010/11,"$1,042,320"
Greivis Vasquez,2010/11,"$1,035,960"
Aaron Gray,2010/11,"$1,028,840"
Daniel Orton,2010/11,"$1,028,400"
Christian Eyenga,2010/11,"$1,020,960"
Lazar Hayward,2010/11,"$1,020,960"
Jon Brockman,2010/11,"$1,000,000"
Hilton Armstrong,2010/11,"$992,680"
Stephen Graham,2010/11,"$992,680"
Joey Graham,2010/11,"$992,680"
Fabricio Oberto,2010/11,"$992,680"
Luther Head,2010/11,"$992,680"
Antoine Wright,2010/11,"$992,680"
Patrick Mills,2010/11,"$937,195"
DeJuan Blair,2010/11,"$918,000"
Von Wafer,2010/11,"$915,852"
Leon Powe,2010/11,"$915,852"
Shelden Williams,2010/11,"$915,852"
Sam Young,2010/11,"$886,000"
Shawne Williams,2010/11,"$885,210"
Josh McRoberts,2010/11,"$885,120"
Dominic McGuire,2010/11,"$884,120"
Chris Quinn,2010/11,"$861,978"
Acie Law,2010/11,"$859,087"
DeAndre Jordan,2010/11,"$854,389"
Mario Chalmers,2010/11,"$854,389"
Luc Mbah a Moute,2010/11,"$854,389"
Chris Douglas-Roberts,2010/11,"$854,389"
Henry Walker,2010/11,"$854,389"
Darnell Jackson,2010/11,"$854,389"
Sonny Weems,2010/11,"$854,389"
Joey Dorsey,2010/11,"$854,389"
Cartier Martin,2010/11,"$854,389"
Chase Budinger,2010/11,"$780,871"
Jermaine Taylor,2010/11,"$780,871"
Solomon Alabi,2010/11,"$770,000"
Ian Mahinmi,2010/11,"$762,196"
Dante Cunningham,2010/11,"$762,195"
Derrick Brown,2010/11,"$762,195"
DaJuan Summers,2010/11,"$762,195"
Jonas Jerebko,2010/11,"$762,195"
Reggie Williams,2010/11,"$762,195"
AJ Price,2010/11,"$762,195"
Jodie Meeks,2010/11,"$762,195"
Marcus Thornton,2010/11,"$762,195"
Lance Stephenson,2010/11,"$750,000"
Damien Wilkins,2010/11,"$748,656"
Steve Novak,2010/11,"$734,945"
Hassan Whiteside,2010/11,"$730,437"
Alonzo Gee,2010/11,"$681,492"
Rodney Carney,2010/11,"$651,872"
Jarron Collins,2010/11,"$643,551"
Ike Diogu,2010/11,"$608,772"
Andy Rautins,2010/11,"$600,000"
Gary Neal,2010/11,"$525,000"
Samardo Samuels,2010/11,"$500,000"
Willie Warren,2010/11,"$500,000"
Gani Lawal,2010/11,"$473,640"
Garret Siler,2010/11,"$473,640"
Pape Sy,2010/11,"$473,604"
Ben Uzoh,2010/11,"$473,604"
Sherron Collins,2010/11,"$473,604"
Semih Erden,2010/11,"$473,604"
Luke Harangody,2010/11,"$473,604"
Manny Harris,2010/11,"$473,604"
Gary Forbes,2010/11,"$473,604"
Terrico White,2010/11,"$473,604"
Jeremy Lin,2010/11,"$473,604"
Devin Ebanks,2010/11,"$473,604"
Derrick Caracter,2010/11,"$473,604"
Ishmael Smith,2010/11,"$473,604"
Patrick Beverley,2010/11,"$473,604"
Dexter Pittman,2010/11,"$473,604"
Da'Sean Butler,2010/11,"$473,604"
Landry Fields,2010/11,"$473,604"
Armon Johnson,2010/11,"$473,604"
Pooh Jeter,2010/11,"$473,604"
Jeremy Evans,2010/11,"$473,604"
Hamady N'Diaye,2010/11,"$473,604"
Pops Mensah-Bonsu,2010/11,"$364,461"
Jeff Adrien,2010/11,"$342,666"
Sundiata Gaines,2010/11,"$327,296"
Jawad Williams,2010/11,"$321,652"
Brian Skinner,2010/11,"$270,436"
Ime Udoka,2010/11,"$264,232"
Zabian Dowdell,2010/11,"$242,374"
Jerry Stackhouse,2010/11,"$222,712"
John Lucas,2010/11,"$208,264"
Aleksandar Pavlovic,2010/11,"$202,295"
Lester Hudson,2010/11,"$192,791"
Earl Barron,2010/11,"$188,558"
Garrett Temple,2010/11,"$170,373"
Chris Johnson,2010/11,"$164,368"
Darington Hobson,2010/11,"$103,078"
Danny Green,2010/11,"$94,154"
Joe Alexander,2010/11,"$90,465"
Trey Johnson,2010/11,"$89,670"
Mustafa Shakur,2010/11,"$89,670"
Maurice Ager,2010/11,"$83,305"
Bobby Simmons,2010/11,"$71,951"
Matt Janning,2010/11,"$58,504"
Ronald Dupree,2010/11,"$58,393"
Larry Owens,2010/11,"$55,718"
Kevin Garnett,2008/09,"$24,751,934"
Jason Kidd,2008/09,"$21,372,000"
Jermaine O'Neal,2008/09,"$21,372,000"
Kobe Bryant,2008/09,"$21,262,500"
Shaquille O'Neal,2008/09,"$21,000,000"
Allen Iverson,2008/09,"$20,840,625"
Stephon Marbury,2008/09,"$20,840,625"
Tim Duncan,2008/09,"$20,598,704"
Tracy McGrady,2008/09,"$20,370,437"
Steve Francis,2008/09,"$19,816,550"
Ray Allen,2008/09,"$18,388,430"
Dirk Nowitzki,2008/09,"$18,077,904"
Paul Pierce,2008/09,"$18,077,903"
Shawn Marion,2008/09,"$17,810,000"
Rashard Lewis,2008/09,"$16,447,871"
Michael Redd,2008/09,"$15,780,000"
Pau Gasol,2008/09,"$15,106,000"
Andrei Kirilenko,2008/09,"$15,106,000"
Yao Ming,2008/09,"$15,070,550"
Amare Stoudemire,2008/09,"$15,070,550"
Mike Bibby,2008/09,"$14,983,603"
Vince Carter,2008/09,"$14,724,125"
Zach Randolph,2008/09,"$14,666,667"
Gilbert Arenas,2008/09,"$14,653,466"
Ben Wallace,2008/09,"$14,500,000"
Kenyon Martin,2008/09,"$14,431,816"
LeBron James,2008/09,"$14,410,581"
Carmelo Anthony,2008/09,"$14,410,581"
Dwyane Wade,2008/09,"$14,410,581"
Chris Bosh,2008/09,"$14,410,581"
Joe Johnson,2008/09,"$14,232,567"
Lamar Odom,2008/09,"$14,148,596"
Rasheed Wallace,2008/09,"$13,930,000"
Wally Szczerbiak,2008/09,"$13,775,000"
Dwight Howard,2008/09,"$13,758,000"
Elton Brand,2008/09,"$13,757,844"
Richard Jefferson,2008/09,"$13,200,000"
Larry Hughes,2008/09,"$12,827,676"
Raef LaFrentz,2008/09,"$12,722,500"
Jason Richardson,2008/09,"$12,664,335"
Predrag Stojakovic,2008/09,"$12,528,000"
Steve Nash,2008/09,"$12,250,000"
Carlos Boozer,2008/09,"$11,593,817"
Erick Dampier,2008/09,"$11,553,000"
Tony Parker,2008/09,"$11,550,000"
Brad Miller,2008/09,"$11,375,000"
Tyson Chandler,2008/09,"$11,350,000"
Andre Iguodala,2008/09,"$11,300,000"
Baron Davis,2008/09,"$11,250,000"
Samuel Dalembert,2008/09,"$11,238,564"
Chauncey Billups,2008/09,"$11,050,000"
Monta Ellis,2008/09,"$11,000,000"
Al Jefferson,2008/09,"$11,000,000"
Zydrunas Ilgauskas,2008/09,"$10,841,615"
Richard Hamilton,2008/09,"$10,812,500"
Bobby Simmons,2008/09,"$10,602,667"
Andre Miller,2008/09,"$10,333,334"
Troy Murphy,2008/09,"$10,126,984"
Josh Smith,2008/09,"$10,000,000"
Kirk Hinrich,2008/09,"$10,000,000"
Marcus Camby,2008/09,"$10,000,000"
Josh Howard,2008/09,"$9,945,000"
Antawn Jamison,2008/09,"$9,923,285"
Manu Ginobili,2008/09,"$9,905,248"
David West,2008/09,"$9,862,500"
Eddy Curry,2008/09,"$9,723,983"
Darius Miles,2008/09,"$9,704,752"
Nenê,2008/09,"$9,680,000"
Emeka Okafor,2008/09,"$9,537,500"
Gerald Wallace,2008/09,"$9,500,000"
Tayshaun Prince,2008/09,"$9,500,000"
Chris Kaman,2008/09,"$9,500,000"
Luol Deng,2008/09,"$9,385,000"
Caron Butler,2008/09,"$9,249,980"
Al Harrington,2008/09,"$9,226,250"
Jason Terry,2008/09,"$9,196,000"
Cuttino Mobley,2008/09,"$9,100,000"
Mike Miller,2008/09,"$9,028,575"
Boris Diaw,2008/09,"$9,000,000"
Andris Biedrins,2008/09,"$9,000,000"
Mike Dunleavy,2008/09,"$9,000,000"
Antoine Walker,2008/09,"$8,854,475"
Kevin Martin,2008/09,"$8,760,335"
Quentin Richardson,2008/09,"$8,685,500"
Jamal Crawford,2008/09,"$8,640,000"
Kenny Thomas,2008/09,"$8,562,500"
Mark Blount,2008/09,"$8,513,916"
Mehmet Okur,2008/09,"$8,500,000"
Radoslav Nesterovic,2008/09,"$8,400,000"
Juwan Howard,2008/09,"$8,355,619"
Maurice Williams,2008/09,"$8,353,000"
Corey Maggette,2008/09,"$8,275,862"
Adonal Foyle,2008/09,"$8,062,275"
TJ Ford,2008/09,"$8,000,000"
Andres Nocioni,2008/09,"$8,000,000"
Devin Harris,2008/09,"$7,800,000"
Jameer Nelson,2008/09,"$7,700,000"
Malik Rose,2008/09,"$7,647,500"
Jose Calderon,2008/09,"$7,438,018"
Metta World Peace,2008/09,"$7,400,000"
Eric Snow,2008/09,"$7,312,500"
Donyell Marshall,2008/09,"$7,213,169"
Drew Gooden,2008/09,"$7,151,183"
Stephen Jackson,2008/09,"$7,140,000"
Darko Milicic,2008/09,"$7,020,000"
Jerry Stackhouse,2008/09,"$7,000,000"
Marquis Daniels,2008/09,"$6,864,200"
Hidayet Turkoglu,2008/09,"$6,864,200"
Etan Thomas,2008/09,"$6,864,200"
Jamaal Tinsley,2008/09,"$6,750,000"
Chris Wilcox,2008/09,"$6,750,000"
Marko Jaric,2008/09,"$6,575,000"
Udonis Haslem,2008/09,"$6,575,000"
Luke Ridnour,2008/09,"$6,500,000"
Bobby Jackson,2008/09,"$6,487,888"
Shane Battier,2008/09,"$6,448,900"
Ben Gordon,2008/09,"$6,404,750"
Nick Collison,2008/09,"$6,350,000"
Joel Przybilla,2008/09,"$6,310,150"
Brian Cardinal,2008/09,"$6,300,000"
Andrew Bogut,2008/09,"$6,294,310"
Dan Gadzuric,2008/09,"$6,250,195"
Mike James,2008/09,"$6,244,093"
Stromile Swift,2008/09,"$6,200,000"
Jerome James,2008/09,"$6,200,000"
Jason Collins,2008/09,"$6,200,000"
Antonio Daniels,2008/09,"$6,200,000"
Earl Watson,2008/09,"$6,200,000"
Leandro Barbosa,2008/09,"$6,100,000"
Nazr Mohammed,2008/09,"$6,049,400"
Vladimir Radmanovic,2008/09,"$6,049,400"
Tim Thomas,2008/09,"$6,049,400"
Jared Jeffries,2008/09,"$6,049,400"
Matt Harpring,2008/09,"$6,000,000"
Anderson Varejao,2008/09,"$5,784,480"
Jason Kapono,2008/09,"$5,784,480"
Speedy Claxton,2008/09,"$5,757,818"
Tony Battie,2008/09,"$5,746,000"
Marvin Williams,2008/09,"$5,636,143"
Mikki Moore,2008/09,"$5,632,200"
Morris Peterson,2008/09,"$5,592,240"
DeSagana Diop,2008/09,"$5,585,000"
James Posey,2008/09,"$5,585,000"
Chris Duhon,2008/09,"$5,585,000"
Beno Udrih,2008/09,"$5,585,000"
Jeff Foster,2008/09,"$5,500,000"
Brendan Haywood,2008/09,"$5,500,000"
Desmond Mason,2008/09,"$5,300,000"
Mickael Pietrus,2008/09,"$5,300,000"
Andrea Bargnani,2008/09,"$5,176,440"
John Salmons,2008/09,"$5,104,000"
Deron Williams,2008/09,"$5,069,449"
Matt Carroll,2008/09,"$5,050,000"
Greg Oden,2008/09,"$5,011,680"
Raja Bell,2008/09,"$5,000,000"
JR Smith,2008/09,"$4,985,001"
Kyle Korver,2008/09,"$4,956,818"
Rafer Alston,2008/09,"$4,900,000"
Derrick Rose,2008/09,"$4,822,800"
Joe Smith,2008/09,"$4,795,000"
Nenad Krstic,2008/09,"$4,778,548"
Derek Fisher,2008/09,"$4,700,000"
Reggie Evans,2008/09,"$4,640,000"
LaMarcus Aldridge,2008/09,"$4,631,400"
Kendrick Perkins,2008/09,"$4,578,880"
Chris Paul,2008/09,"$4,574,189"
Anthony Parker,2008/09,"$4,550,000"
Sasha Vujacic,2008/09,"$4,524,887"
Aleksandar Pavlovic,2008/09,"$4,500,000"
Ronny Turiaf,2008/09,"$4,500,000"
Louis Williams,2008/09,"$4,500,000"
Kevin Durant,2008/09,"$4,484,040"
Damon Jones,2008/09,"$4,460,186"
Luke Walton,2008/09,"$4,420,000"
Trenton Hassell,2008/09,"$4,350,000"
Jorge Garbajosa,2008/09,"$4,350,000"
Michael Beasley,2008/09,"$4,314,960"
Marcus Banks,2008/09,"$4,260,000"
Steve Blake,2008/09,"$4,250,000"
Darius Songaila,2008/09,"$4,235,000"
Kurt Thomas,2008/09,"$4,200,000"
Adam Morrison,2008/09,"$4,159,200"
Raymond Felton,2008/09,"$4,148,716"
Al Horford,2008/09,"$4,026,720"
Greg Buckner,2008/09,"$4,010,005"
James Jones,2008/09,"$4,010,000"
Zaza Pachulia,2008/09,"$4,000,000"
Kwame Brown,2008/09,"$4,000,000"
Travis Outlaw,2008/09,"$4,000,000"
Bruce Bowen,2008/09,"$4,000,000"
Antonio McDyess,2008/09,"$3,950,419"
OJ Mayo,2008/09,"$3,875,040"
Steven Hunter,2008/09,"$3,862,600"
Delonte West,2008/09,"$3,850,000"
Martell Webster,2008/09,"$3,771,133"
Tyrus Thomas,2008/09,"$3,749,880"
Daniel Gibson,2008/09,"$3,700,000"
CJ Miles,2008/09,"$3,700,000"
Amir Johnson,2008/09,"$3,666,667"
Ryan Gomes,2008/09,"$3,650,000"
Mike Conley,2008/09,"$3,630,480"
Rasual Butler,2008/09,"$3,630,000"
DeShawn Stevenson,2008/09,"$3,616,072"
Fabricio Oberto,2008/09,"$3,600,000"
Robert Swift,2008/09,"$3,579,131"
Brian Cook,2008/09,"$3,500,000"
Roger Mason,2008/09,"$3,500,000"
Russell Westbrook,2008/09,"$3,493,680"
Charlie Villanueva,2008/09,"$3,448,050"
Shelden Williams,2008/09,"$3,395,760"
Willie Green,2008/09,"$3,388,000"
Charlie Bell,2008/09,"$3,354,480"
Keyon Dooling,2008/09,"$3,300,000"
Jeff Green,2008/09,"$3,287,640"
Eduardo Najera,2008/09,"$3,250,000"
Chucky Atkins,2008/09,"$3,240,000"
Brian Scalabrine,2008/09,"$3,206,897"
Kris Humphries,2008/09,"$3,200,000"
Channing Frye,2008/09,"$3,163,769"
Kevin Love,2008/09,"$3,163,680"
Luis Scola,2008/09,"$3,100,667"
Trevor Ariza,2008/09,"$3,100,000"
Damien Wilkins,2008/09,"$3,100,000"
Marc Gasol,2008/09,"$3,093,333"
Brandon Roy,2008/09,"$3,084,240"
Carl Landry,2008/09,"$3,000,000"
Matt Bonner,2008/09,"$2,987,000"
Yi Jianlian,2008/09,"$2,986,080"
Ike Diogu,2008/09,"$2,912,823"
Kelenna Azubuike,2008/09,"$2,900,000"
Danilo Gallinari,2008/09,"$2,873,520"
Didier Ilunga-Mbenga,2008/09,"$2,852,599"
Randy Foye,2008/09,"$2,815,560"
Andrew Bynum,2008/09,"$2,769,300"
Andray Blatche,2008/09,"$2,739,669"
Corey Brewer,2008/09,"$2,725,920"
